"Json_ID","Size","McCabe","Readability","#Revisions"
"1503.json","3","1","0.8656308650970459","1"
"2420.json","3","1","0.6959225535392761","1"
"3668.json","4","1","0.8472971320152283","5"
"2276.json","4","1","0.3662082254886627","4"
"398.json","23","1","0.03877430781722069","1"
"952.json","43","9","0.0","7"
"1719.json","3","1","0.31042516231536865","1"
"2915.json","21","4","0.010355914011597633","17"
"3815.json","4","1","0.7512565851211548","3"
"1941.json","9","2","0.056060370057821274","3"
"804.json","3","1","0.5677605271339417","1"
"2621.json","10","2","0.3320249319076538","8"
"1617.json","19","5","0.04203291982412338","3"
"244.json","20","1","0.06221136078238487","1"
"1808.json","4","1","0.2979620099067688","6"
"434.json","21","1","0.008298576809465885","1"
"1951.json","3","1","0.27338528633117676","1"
"3200.json","4","1","0.7987989783287048","2"
"3767.json","4","1","0.8568917512893677","3"
"1790.json","14","3","0.03400035575032234","7"
"1135.json","5","1","0.3502906560897827","5"
"1832.json","20","6","7.281024008989334E-4","2"
"1824.json","16","3","0.00278598559089005","2"
"481.json","23","1","0.0579795241355896","1"
"956.json","4","1","0.91476970911026","4"
"2236.json","3","1","0.06280568242073059","1"
"3067.json","3","1","0.3799298107624054","2"
"1786.json","4","1","0.8393586874008179","3"
"1312.json","5","1","0.7718058824539185","6"
"3600.json","35","9","0.0","20"
"2171.json","4","1","0.500538170337677","3"
"1390.json","7","1","0.25204500555992126","3"
"3814.json","20","3","0.0017660448793321848","6"
"2797.json","9","2","0.023488666862249374","1"
"945.json","3","1","0.11705157905817032","1"
"2668.json","6","1","0.648758590221405","6"
"3695.json","3","1","0.9371213912963867","5"
"1714.json","4","1","0.9248043298721313","3"
"586.json","3","1","0.33396366238594055","2"
"3250.json","18","4","0.006925225257873535","2"
"243.json","3","1","0.3811928927898407","1"
"2732.json","5","1","0.23178815841674805","2"
"1412.json","8","2","0.2766576409339905","3"
"2964.json","4","1","0.6860044598579407","3"
"3332.json","11","3","0.03131750598549843","4"
"1809.json","6","1","0.2246406525373459","3"
"669.json","3","1","0.6227375268936157","2"
"1776.json","5","1","0.010833026841282845","1"
"1902.json","7","2","0.24648116528987885","5"
"1057.json","13","1","4.011948767583817E-4","2"
"2116.json","9","1","0.380606472492218","12"
"1613.json","9","1","0.02154204249382019","3"
"2825.json","9","1","0.0","3"
"2170.json","3","1","0.9129399061203003","1"
"1800.json","3","1","0.31042516231536865","2"
"3857.json","4","1","0.7609155774116516","3"
"3202.json","11","2","0.5175162553787231","10"
"3770.json","4","1","0.8472971320152283","7"
"1492.json","4","1","0.2259366363286972","5"
"3478.json","3","1","0.5419178605079651","1"
"1670.json","14","11","0.10880839079618454","11"
"2753.json","6","1","0.8234317898750305","9"
"3289.json","11","2","0.021605025976896286","5"
"3080.json","33","7","2.9556461959145963E-4","23"
"1619.json","13","4","0.058417052030563354","1"
"3026.json","4","1","0.7792568206787109","4"
"1885.json","3","1","0.3562808632850647","1"
"2004.json","4","1","0.3300166428089142","2"
"708.json","3","1","0.6233307123184204","1"
"195.json","18","1","0.1652587205171585","2"
"1195.json","7","2","0.344901978969574","1"
"1623.json","3","1","0.6930873394012451","1"
"728.json","7","2","0.03373101353645325","5"
"1470.json","5","1","0.04683814197778702","1"
"3734.json","5","1","0.9771715998649597","6"
"3292.json","20","4","0.031354717910289764","20"
"3436.json","15","4","0.003814356168732047","2"
"1777.json","19","4","0.3206586241722107","14"
"1226.json","13","4","0.03562698885798454","2"
"2084.json","5","1","0.09711194783449173","6"
"778.json","31","6","0.02577681466937065","43"
"3481.json","3","1","0.8737919926643372","1"
"2051.json","4","1","0.5919952392578125","4"
"2568.json","5","1","0.8585761785507202","8"
"2473.json","30","8","0.014110312797129154","23"
"786.json","25","4","0.004247109405696392","1"
"3456.json","5","1","0.005401466973125935","1"
"3837.json","21","6","3.309565654490143E-4","2"
"1161.json","4","1","0.7115362882614136","3"
"2813.json","10","1","0.2586868107318878","1"
"681.json","3","1","0.161168172955513","1"
"1331.json","3","1","0.8753518462181091","2"
"908.json","4","1","0.7051156163215637","5"
"2791.json","6","1","0.22381840646266937","1"
"2656.json","11","3","0.6390557289123535","9"
"323.json","18","1","0.21896734833717346","1"
"1430.json","7","1","0.7280060648918152","8"
"1630.json","10","3","0.5143094658851624","1"
"3747.json","6","1","1.9690465705934912E-4","3"
"1992.json","3","1","0.41723111271858215","2"
"1564.json","3","1","0.05391271784901619","1"
"2463.json","4","1","0.8403705358505249","3"
"526.json","10","3","0.03304203227162361","2"
"1414.json","13","1","1.8381437985226512E-4","9"
"2614.json","4","1","0.8084648251533508","6"
"2718.json","4","1","0.6074831485748291","3"
"1097.json","4","1","0.8236916065216064","2"
"3427.json","7","2","0.0679994449019432","4"
"2366.json","20","4","0.001552141853608191","5"
"787.json","22","4","0.021146435290575027","14"
"3730.json","4","1","0.6264685988426208","4"
"2357.json","3","1","0.3369908630847931","1"
"245.json","20","1","0.06179218739271164","1"
"2460.json","8","2","0.2766179144382477","3"
"2776.json","8","2","0.16312824189662933","7"
"1704.json","3","1","0.736336350440979","1"
"2038.json","4","1","0.5174379944801331","4"
"2806.json","8","1","0.16463914513587952","1"
"2077.json","4","1","0.8989691734313965","2"
"3495.json","9","2","0.1502338945865631","16"
"3072.json","24","5","0.031386978924274445","9"
"308.json","17","1","0.08340618759393692","1"
"266.json","14","1","0.1570502072572708","1"
"3676.json","4","1","0.6233289241790771","2"
"2359.json","4","1","0.2579697072505951","5"
"3257.json","18","5","0.19080519676208496","12"
"1464.json","16","3","0.12425461411476135","6"
"221.json","26","1","0.0016481904312968254","1"
"3218.json","5","1","0.5293697118759155","1"
"2486.json","5","1","0.8557252287864685","6"
"2970.json","4","1","0.7151726484298706","8"
"424.json","22","1","0.023722870275378227","5"
"734.json","4","1","0.8229401707649231","1"
"252.json","3","1","0.8819372057914734","1"
"3647.json","3","1","0.09198712557554245","1"
"1903.json","4","1","0.05042951554059982","3"
"974.json","4","1","0.6244408488273621","5"
"3097.json","7","1","0.09556499123573303","5"
"1502.json","15","3","0.01803390122950077","3"
"3122.json","8","2","0.0765567496418953","3"
"2406.json","4","1","0.3945903182029724","7"
"2104.json","4","1","0.626471996307373","5"
"1860.json","3","1","0.7198443412780762","2"
"3229.json","8","2","0.0455419160425663","6"
"3298.json","20","1","0.0","1"
"1756.json","19","4","0.12031111866235733","4"
"1978.json","4","1","0.26000794768333435","3"
"2773.json","12","3","0.7411203980445862","13"
"3313.json","20","2","0.0","2"
"1868.json","7","1","0.030477959662675858","4"
"1665.json","45","8","0.0","16"
"2530.json","4","1","0.8791124224662781","5"
"1833.json","22","6","2.0246554049663246E-4","2"
"165.json","6","1","0.41994723677635193","9"
"1031.json","4","1","0.49585220217704773","3"
"2091.json","4","1","0.5603995323181152","4"
"1705.json","7","1","0.2586395740509033","6"
"2158.json","4","1","0.0021928877104073763","3"
"1518.json","17","4","0.04008858650922775","2"
"2232.json","13","3","0.014359291642904282","2"
"1683.json","20","5","0.0440739281475544","7"
"2940.json","13","2","0.01664462871849537","22"
"3544.json","2","1","0.9976276755332947","1"
"692.json","3","1","0.7757930755615234","1"
"3267.json","7","1","0.8130530714988708","5"
"3263.json","6","2","0.6762344241142273","9"
"3836.json","15","4","0.0037695495411753654","2"
"1296.json","8","1","0.0791814848780632","2"
"2696.json","5","1","0.24376295506954193","2"
"2293.json","4","1","0.42495813965797424","2"
"1269.json","3","1","0.8308093547821045","3"
"142.json","1","1","0.005637855734676123","1"
"839.json","4","1","0.6336440443992615","2"
"1148.json","8","1","0.002685287268832326","3"
"38.json","2","1","0.9995984435081482","1"
"755.json","7","1","0.425305038690567","3"
"855.json","10","3","0.30042773485183716","2"
"2076.json","4","1","0.8836407661437988","2"
"3194.json","4","1","0.8318331837654114","2"
"2523.json","4","1","0.6384662389755249","2"
"1376.json","9","2","0.43505194783210754","4"
"3757.json","31","7","0.06367409974336624","15"
"2899.json","19","4","0.043415043503046036","3"
"2918.json","4","1","0.0996306985616684","3"
"509.json","12","3","0.11616212129592896","1"
"436.json","17","1","0.19173292815685272","4"
"320.json","19","1","0.16878695785999298","2"
"2404.json","13","3","0.17340724170207977","1"
"715.json","4","1","0.4056130349636078","5"
"713.json","15","4","0.1810285598039627","2"
"1117.json","3","1","0.6617466807365417","2"
"3642.json","3","1","0.0021756989881396294","1"
"1888.json","8","2","0.238227978348732","1"
"2976.json","4","1","0.7123408317565918","4"
"242.json","16","1","0.10908771306276321","3"
"2535.json","5","1","0.015650203451514244","2"
"3335.json","3","1","0.37033408880233765","4"
"826.json","4","1","0.5194031596183777","3"
"2119.json","3","1","0.018636520951986313","1"
"2341.json","4","1","0.24078118801116943","5"
"1950.json","8","2","0.09477827697992325","8"
"490.json","3","1","0.8819372057914734","1"
"3679.json","4","1","0.8763165473937988","5"
"878.json","2","1","0.9058231115341187","1"
"1482.json","3","1","0.31042516231536865","2"
"489.json","14","1","0.22572490572929382","1"
"3588.json","48","7","0.0","7"
"978.json","5","2","0.6530407667160034","10"
"3017.json","9","1","0.2078412026166916","5"
"1349.json","38","7","0.00510222977027297","23"
"2823.json","14","3","0.0032458167988806963","2"
"3199.json","4","1","0.7469247579574585","2"
"3577.json","25","5","0.03401681035757065","2"
"2767.json","4","1","0.7763217091560364","6"
"745.json","13","3","0.009446173906326294","3"
"1534.json","4","1","0.6541109681129456","5"
"729.json","5","1","0.27129748463630676","4"
"2838.json","8","3","0.09613420069217682","1"
"954.json","16","1","0.0266735702753067","4"
"2496.json","4","1","0.35599857568740845","2"
"1248.json","22","4","0.01045948639512062","27"
"2356.json","4","1","0.22547806799411774","6"
"3325.json","8","2","0.3296768367290497","11"
"2978.json","3","1","0.14069339632987976","1"
"2958.json","5","1","0.00321545940823853","1"
"306.json","18","1","0.1265435367822647","1"
"3342.json","4","1","0.23516404628753662","8"
"562.json","3","1","0.5479726791381836","1"
"3248.json","15","3","0.1107516884803772","11"
"304.json","17","1","0.09653353691101074","1"
"3621.json","4","1","0.8085905909538269","5"
"1032.json","3","1","0.8067988157272339","1"
"3859.json","4","1","0.15200507640838623","3"
"357.json","3","1","0.8819372057914734","1"
"817.json","40","8","0.0","14"
"1516.json","16","3","0.06556051224470139","1"
"2241.json","3","1","0.31042516231536865","1"
"3545.json","2","1","0.997649073600769","1"
"1827.json","10","2","0.016184939071536064","1"
"176.json","3","1","0.8819372057914734","1"
"7.json","3","1","0.9703575968742371","1"
"2636.json","4","1","0.9983015060424805","3"
"1001.json","14","2","0.0166129469871521","12"
"1106.json","4","1","0.9253430962562561","5"
"2507.json","5","1","0.07820211350917816","1"
"1984.json","9","2","0.43798983097076416","8"
"2852.json","3","1","0.579079270362854","4"
"2376.json","4","1","0.2979620099067688","3"
"351.json","3","1","0.7641370892524719","1"
"1246.json","39","1","0.0","6"
"1318.json","8","2","0.6764518618583679","3"
"2028.json","19","3","0.050056397914886475","8"
"2489.json","3","1","0.31042516231536865","2"
"3512.json","4","1","0.8085905909538269","3"
"592.json","3","1","0.7675378918647766","1"
"130.json","2","1","0.442503422498703","1"
"1119.json","11","3","0.11050228774547577","4"
"274.json","24","1","0.004824194125831127","5"
"2005.json","4","1","0.6658350229263306","2"
"1265.json","3","1","0.31042516231536865","2"
"3609.json","4","1","0.9204896688461304","6"
"2531.json","9","2","0.13684161007404327","8"
"1796.json","10","2","0.7526374459266663","14"
"425.json","3","1","0.8819372057914734","1"
"2556.json","7","1","0.010249058715999126","4"
"3152.json","3","1","0.14554238319396973","2"
"2859.json","4","1","0.2674541771411896","4"
"2891.json","3","1","0.8272775411605835","2"
"750.json","12","3","0.30719131231307983","9"
"2407.json","4","1","0.1790124773979187","2"
"1049.json","15","4","0.17534789443016052","1"
"36.json","1","1","0.29193827509880066","1"
"286.json","3","1","0.8819372057914734","1"
"1561.json","4","1","0.19858574867248535","2"
"302.json","17","1","0.09517702460289001","1"
"852.json","4","1","0.8247013092041016","5"
"2124.json","4","1","0.584201991558075","2"
"3234.json","6","1","0.2956875264644623","9"
"3673.json","4","1","0.9156151413917542","4"
"2279.json","4","1","0.2692360579967499","2"
"620.json","3","1","0.17902213335037231","1"
"419.json","3","1","0.8819372057914734","1"
"2906.json","4","1","0.0996306985616684","3"
"1317.json","9","2","0.042624346911907196","5"
"1268.json","10","1","0.009127317927777767","2"
"1871.json","3","1","0.8893830180168152","3"
"3235.json","8","1","0.031735945492982864","8"
"2377.json","6","1","0.30577757954597473","2"
"1508.json","7","2","0.462271511554718","2"
"374.json","24","1","0.004714678972959518","1"
"1955.json","13","4","0.09380854666233063","6"
"1995.json","37","10","9.553294512443244E-4","11"
"1946.json","5","1","0.05911216139793396","1"
"2600.json","4","1","0.22529207170009613","6"
"2625.json","5","1","0.5694229602813721","5"
"1772.json","13","2","0.010093665681779385","8"
"609.json","3","1","0.1005798727273941","1"
"1372.json","13","2","0.21210703253746033","7"
"402.json","29","1","1.184646098408848E-4","1"
"12.json","6","1","0.7302941083908081","1"
"682.json","3","1","0.19095467031002045","1"
"3095.json","4","1","0.8555483222007751","3"
"1221.json","25","14","5.264311330392957E-4","1"
"1236.json","8","2","0.1192077100276947","6"
"990.json","6","2","0.5800948143005371","8"
"2284.json","3","1","0.41723111271858215","3"
"332.json","3","1","0.7558221817016602","1"
"3356.json","10","2","0.5532110929489136","6"
"570.json","3","1","0.2714831829071045","2"
"844.json","10","1","0.27300864458084106","6"
"389.json","3","1","0.8819372057914734","1"
"1279.json","4","1","0.8339826464653015","3"
"999.json","4","1","0.23768018186092377","1"
"2368.json","6","1","0.4773908257484436","3"
"3572.json","7","1","0.13978730142116547","4"
"2299.json","15","2","0.11745420843362808","5"
"1747.json","53","24","0.0","5"
"3123.json","6","1","0.009300949983298779","2"
"1982.json","3","1","0.31042516231536865","2"
"2815.json","21","6","0.005544338840991259","4"
"319.json","18","1","0.26135846972465515","2"
"659.json","3","1","0.7066888213157654","1"
"594.json","3","1","0.9046097993850708","1"
"2736.json","16","5","0.004871244076639414","3"
"1589.json","4","1","0.5987047553062439","2"
"1168.json","15","3","7.863459759391844E-4","35"
"2250.json","15","4","0.2206251472234726","15"
"2992.json","8","1","0.7410707473754883","1"
"2207.json","3","1","0.6213126182556152","2"
"2699.json","13","3","0.3648666441440582","13"
"1058.json","4","1","0.2979620099067688","3"
"2100.json","34","6","0.0040038470178842545","17"
"3769.json","4","1","0.8498951196670532","5"
"3164.json","3","1","0.06057086959481239","1"
"2225.json","12","3","0.022833766415715218","2"
"248.json","20","1","0.061875827610492706","1"
"1347.json","3","1","0.8308093547821045","3"
"2615.json","3","1","0.32816970348358154","1"
"1225.json","15","4","0.06204875186085701","2"
"1700.json","5","2","0.24295155704021454","1"
"640.json","5","1","0.9977789521217346","7"
"1475.json","4","1","0.6442633867263794","9"
"29.json","3","1","0.9557527303695679","1"
"1635.json","19","4","0.0023467589635401964","4"
"2703.json","4","1","0.5877751708030701","3"
"1210.json","3","1","0.18754632771015167","1"
"774.json","4","1","0.7868181467056274","6"
"443.json","20","1","0.029516100883483887","3"
"2291.json","13","3","0.12162981927394867","1"
"197.json","16","1","0.16410881280899048","3"
"751.json","32","10","0.007028461433947086","12"
"1905.json","9","1","0.02757303975522518","1"
"2136.json","3","1","0.31042516231536865","2"
"2950.json","3","1","0.8308093547821045","3"
"2733.json","4","1","0.08310640603303909","1"
"1015.json","13","4","0.1291452795267105","2"
"2191.json","3","1","0.31042516231536865","2"
"3034.json","3","1","0.09300562739372253","1"
"3069.json","10","1","0.008721863850951195","5"
"3028.json","4","1","0.9205211400985718","3"
"2792.json","6","1","0.21556495130062103","1"
"1130.json","7","1","0.1801636964082718","1"
"3849.json","7","2","0.3114725351333618","3"
"3054.json","14","3","0.008949057199060917","10"
"3256.json","13","3","0.05068220570683479","2"
"2503.json","47","8","0.0","11"
"2098.json","5","1","0.020640891045331955","3"
"1052.json","6","2","0.41533708572387695","1"
"3774.json","4","1","0.8613417744636536","3"
"3579.json","23","3","0.0","2"
"2670.json","6","1","0.3196620047092438","7"
"3272.json","7","1","0.8130530714988708","5"
"3242.json","20","5","0.004036846105009317","30"
"3682.json","3","1","0.8775132894515991","3"
"1892.json","3","1","0.31042516231536865","2"
"2422.json","4","1","0.1790124773979187","2"
"1667.json","5","1","0.17216166853904724","3"
"1618.json","12","4","0.07958350330591202","2"
"2458.json","11","3","0.5580846071243286","15"
"3198.json","4","1","0.6935140490531921","4"
"3260.json","4","1","0.030405007302761078","1"
"1302.json","5","1","0.5636454820632935","5"
"3406.json","6","1","0.09136395901441574","9"
"2786.json","4","1","0.6675601601600647","3"
"829.json","4","1","0.19100616872310638","5"
"3762.json","4","1","0.8633096814155579","3"
"3490.json","9","2","0.22817428410053253","12"
"552.json","27","7","0.007494683377444744","2"
"1520.json","9","2","0.07070375233888626","4"
"1957.json","18","1","0.0","3"
"3357.json","5","2","0.3780902028083801","10"
"605.json","3","1","0.6105390191078186","1"
"2623.json","18","4","0.0014340992784127593","12"
"3041.json","22","2","0.0291889701038599","1"
"3546.json","19","2","0.01694456860423088","2"
"1023.json","3","1","0.9877338409423828","4"
"3846.json","3","1","0.5975646376609802","1"
"2492.json","4","1","0.7256022095680237","5"
"1249.json","7","1","0.27885404229164124","7"
"970.json","28","9","0.0","7"
"2817.json","5","1","0.19539520144462585","2"
"818.json","15","3","0.02149122953414917","29"
"2450.json","20","5","0.018627019599080086","10"
"2260.json","4","1","0.10680583864450455","5"
"3739.json","11","3","0.3360927999019623","6"
"737.json","11","2","0.24595262110233307","2"
"1362.json","3","1","0.8308093547821045","3"
"1900.json","7","1","0.015958528965711594","4"
"1813.json","33","7","2.987622865475714E-4","22"
"848.json","3","1","0.895504891872406","2"
"2506.json","6","2","0.023021144792437553","1"
"2156.json","4","1","0.750235378742218","3"
"3042.json","12","1","0.029469037428498268","9"
"790.json","13","3","0.08892075717449188","6"
"1310.json","5","1","0.06095283105969429","1"
"1069.json","4","1","0.8338840007781982","3"
"2653.json","31","6","0.0032110409811139107","23"
"2537.json","4","1","0.8969426155090332","7"
"3296.json","14","1","0.0","1"
"1570.json","33","41","0.0","9"
"821.json","5","1","0.3021487295627594","6"
"2930.json","14","3","0.11288579553365707","4"
"3469.json","28","7","0.029212094843387604","11"
"2866.json","16","4","0.0","6"
"1880.json","4","1","0.584201991558075","2"
"1395.json","30","5","0.0033216115552932024","6"
"812.json","7","1","0.04609135538339615","1"
"846.json","3","1","0.9196842908859253","2"
"1337.json","11","3","0.0477011501789093","2"
"1141.json","3","1","0.31042516231536865","2"
"1831.json","15","4","0.03475063666701317","2"
"1728.json","3","1","0.31042516231536865","2"
"3100.json","4","1","0.758664608001709","5"
"3693.json","3","1","0.9371213912963867","7"
"3701.json","4","1","0.7068139910697937","2"
"1445.json","6","1","0.3375970423221588","4"
"1901.json","4","1","0.647135853767395","3"
"275.json","3","1","0.8819372057914734","1"
"1548.json","4","1","0.23171690106391907","5"
"1784.json","28","39","0.0","3"
"3373.json","7","2","0.037472378462553024","1"
"914.json","3","1","0.24598358571529388","1"
"1867.json","10","3","0.763573169708252","4"
"2605.json","4","1","0.021139713004231453","2"
"2822.json","16","4","7.417803280986845E-4","1"
"2231.json","12","3","0.14524541795253754","2"
"2386.json","4","1","0.6271756291389465","2"
"167.json","15","1","0.0","1"
"65.json","2","1","0.4920022189617157","2"
"3161.json","18","2","0.10976506769657135","1"
"841.json","4","1","0.5978242754936218","2"
"444.json","22","1","0.007649504579603672","3"
"2344.json","4","1","0.9075614809989929","1"
"226.json","20","1","0.04201464727520943","1"
"1930.json","12","3","0.5204851627349854","3"
"2735.json","15","4","0.060441579669713974","3"
"1304.json","14","3","0.23041261732578278","6"
"2591.json","32","5","0.0","3"
"2729.json","4","1","0.7923370003700256","2"
"179.json","23","1","0.028368309140205383","1"
"2855.json","11","3","0.11377404630184174","10"
"317.json","22","1","0.01087548304349184","1"
"720.json","11","2","0.3791176676750183","6"
"3761.json","4","1","0.9329303503036499","3"
"202.json","3","1","0.8819372057914734","1"
"2130.json","4","1","0.6942897439002991","3"
"2846.json","5","1","0.46974724531173706","12"
"3108.json","3","1","0.31042516231536865","4"
"2763.json","14","3","0.2318921685218811","10"
"3412.json","5","1","0.010635694488883018","4"
"496.json","9","2","0.059671904891729355","3"
"3142.json","4","1","0.7136345505714417","2"
"2.json","6","3","0.12388355284929276","1"
"3207.json","3","1","0.8308093547821045","3"
"1450.json","8","1","0.07754308730363846","5"
"3425.json","21","6","0.08904523402452469","7"
"240.json","3","1","0.8819372057914734","1"
"237.json","8","1","0.17147254943847656","4"
"1178.json","5","1","0.09490929543972015","3"
"1661.json","4","1","0.6402586698532104","3"
"642.json","18","3","0.020443866029381752","3"
"3101.json","4","1","0.8788111209869385","14"
"551.json","18","3","0.005664190277457237","3"
"3104.json","4","1","0.7752267122268677","3"
"616.json","4","1","0.4056130349636078","5"
"3340.json","4","1","0.7142977118492126","21"
"942.json","39","6","0.0013988151913508773","12"
"39.json","6","5","0.9899307489395142","1"
"3204.json","4","1","0.6396816968917847","4"
"2243.json","19","14","0.010034886188805103","1"
"287.json","15","1","0.08581306040287018","1"
"1022.json","3","1","0.8308093547821045","3"
"2380.json","10","5","0.3128530979156494","4"
"1559.json","12","3","0.5353103876113892","3"
"3594.json","10","2","0.20570538938045502","2"
"3167.json","8","2","0.03433758020401001","7"
"3315.json","4","1","0.643344521522522","3"
"1138.json","20","5","0.0029819668270647526","13"
"1380.json","3","1","0.8308093547821045","3"
"3057.json","11","3","0.023514021188020706","3"
"2784.json","6","1","0.009669636376202106","1"
"3783.json","7","2","0.7824511528015137","5"
"2592.json","3","1","0.8499853014945984","1"
"2150.json","3","1","0.31042516231536865","2"
"3563.json","36","15","0.0061378381215035915","15"
"3182.json","4","1","0.15968038141727448","2"
"731.json","15","3","0.004633705597370863","3"
"1214.json","4","1","0.5629940032958984","1"
"181.json","26","1","0.0044289263896644115","1"
"3259.json","15","4","0.07369451224803925","1"
"2694.json","4","1","0.39573368430137634","3"
"1529.json","3","1","0.054157983511686325","1"
"1678.json","7","2","0.8709543943405151","6"
"435.json","3","1","0.8819372057914734","1"
"525.json","9","2","0.07335720211267471","1"
"676.json","10","2","0.4434306025505066","7"
"955.json","11","3","0.004808638244867325","2"
"3252.json","10","3","0.009366937913000584","2"
"1209.json","3","1","0.6177800297737122","1"
"2896.json","5","1","0.06471093744039536","1"
"733.json","21","5","0.03259195387363434","8"
"2478.json","23","5","0.10189016163349152","14"
"3073.json","17","3","0.16930267214775085","15"
"1748.json","32","19","0.002683881903067231","2"
"655.json","3","1","0.4533638060092926","1"
"560.json","3","1","0.6902966499328613","1"
"2770.json","4","1","0.25503942370414734","6"
"3810.json","5","1","0.07875443249940872","4"
"2576.json","4","1","0.018909893929958344","6"
"3321.json","4","1","0.1939038783311844","10"
"2937.json","13","3","0.020341798663139343","5"
"3302.json","26","1","0.0","8"
"2464.json","4","1","0.7619823813438416","3"
"3173.json","9","1","0.013222580775618553","2"
"3189.json","4","1","0.6213219165802002","2"
"4.json","3","1","0.3116005063056946","1"
"2739.json","18","2","0.4279336929321289","12"
"3820.json","12","4","0.01848594658076763","2"
"1586.json","9","3","0.14067108929157257","1"
"631.json","4","1","0.8710209131240845","3"
"1371.json","16","4","0.023224996402859688","8"
"809.json","5","1","0.3235531747341156","3"
"1328.json","84","47","0.0","18"
"3129.json","29","5","0.0021559938322752714","2"
"1624.json","7","2","0.6232137680053711","3"
"1140.json","4","1","0.22099687159061432","2"
"1027.json","13","1","3.8937703357078135E-4","3"
"1656.json","7","2","0.02750583365559578","10"
"371.json","3","1","0.333071231842041","1"
"1781.json","23","1","0.0","2"
"1259.json","8","2","0.2884677052497864","3"
"523.json","9","2","0.5563043355941772","7"
"2295.json","4","1","0.7804255485534668","1"
"2574.json","4","1","0.5165973901748657","5"
"2289.json","6","1","0.599201500415802","2"
"2312.json","4","1","0.33634546399116516","3"
"2634.json","4","1","0.8374933004379272","2"
"3169.json","16","3","0.0038860992062836885","7"
"2199.json","5","1","0.5603375434875488","1"
"397.json","18","1","0.13586163520812988","1"
"2724.json","4","1","0.4321542978286743","6"
"3150.json","6","1","0.5328590869903564","2"
"622.json","4","1","0.880396842956543","3"
"188.json","3","1","0.8819372057914734","1"
"3601.json","14","4","0.0081552779302001","2"
"991.json","4","1","0.9190931916236877","6"
"3075.json","9","2","0.2625230550765991","15"
"344.json","3","1","0.8819372057914734","1"
"3780.json","8","1","0.27414655685424805","11"
"2415.json","4","1","0.7451691627502441","4"
"3776.json","4","1","0.7979804277420044","4"
"1745.json","11","2","0.1576654613018036","2"
